geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type,votes_counted,republic_candidate_name,democratic_candidate_name
  OR-04, أوريغون 4, 33.3375, 66.66250000000001,48.9, 45.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أليك سكارلاتوس, فال هويل
  OR-05, ولاية أوريغون 5, 65.61749999999999, 34.3825,48.5, 51.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لوري شافيز ديريمر, جيمي ماكليود سكينر
  OR-06, ولاية أوريغون 6, 67.88499999999999, 32.11,46.1, 49.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك إريكسون, أندريا ساليناس
  PA-10, بنسلفانيا العاشر, 77.335, 22.665,47.1, 52.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سكوت بيري, شامين دانيلز
  PA-11, بنسلفانيا 11, 99.7775, 0.2225,34.1, 65.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لويد ك.سمكر, بوب هوليستر
  PA-01, بنسلفانيا 1, 92.32249999999999, 7.677499999999999,44.4, 55.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بريان فيتزباتريك, اشلي احز
  PA-12, بنسلفانيا 12, 9.0525, 90.9475,54.7, 45.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايك دويل, سمر لي
  PA-13, بنسلفانيا 13, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون جويس, حزب ديمقراطي
  PA-14, بنسلفانيا 14, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, غي ريشينثالر, حزب ديمقراطي
  PA-15, بنسلفانيا 15, 99.9675, 0.0325,29.1, 70.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جلين &quot;جي تي&quot; طومسون, مايكل موليسيفيتش
  PA-16, بنسلفانيا 16, 99.55000000000001, 0.4499999999999999,35.2, 64.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك كيلي, دان باستوري
  PA-17, بنسلفانيا 17, 50.865, 49.135,49.9, 50.1, غير مؤكد, تنبؤ بالمناخ, 100.0, جيريمي شافير, كريس ديلوزيو
  PA-02, بنسلفانيا 2, 0.01, 99.99,71.9, 28.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ارون بشير, بريندان ف بويل
  PA-03, بنسلفانيا 3, 0.0, 99.99749999999999,91.2, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, دوايت إيفانز
  PA-04, بنسلفانيا 4, 2.3, 97.7,60.4, 39.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستيان ناسيمنتو, مادلين دين
  PA-05, بنسلفانيا الخامس, 0.175, 99.825,66.2, 33.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ديفيد غالوش, ماري جاي سكانلون
  PA-06, ولاية بنسلفانيا 6, 5.7325, 94.2675,57.9, 42.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, غي لويس سياروتشي, كريسي هولاهان
  PA-07, ولاية بنسلفانيا 7, 53.2875, 46.7125,49.7, 50.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ليزا شيلر, سوزان وايلد
  PA-08, ولاية بنسلفانيا 8, 31.175, 68.825,51.5, 48.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيم بوغنيت, مات كارترايت
  PA-09, بنسلفانيا 9, 99.965, 0.03499999999999999,28.7, 71.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دان ميزر, أماندا ر.والدمان
  RI-01, جزيرة رود 1, 0.155, 99.845,67.8, 32.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ألين ر.واترز, ديفيد ن. سيسلين
  RI-02, جزيرة رود 2, 82.78750000000001, 17.2125,44.6, 51.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ألان دبليو فونغ, سيث م ماجازينر
  SC-01, ساوث كارولينا 1, 98.9175, 1.0825,36.6, 60.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نانسي ميس, آني أندروز
  SC-02, ساوث كارولينا 2, 99.2225, 0.7775,36.8, 63.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جو ويلسون, جود لاركينز
  SC-03, ساوث كارولينا الثالثة, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيف دنكان, حزب ديمقراطي
  SC-04, ولاية كارولينا الجنوبية الرابعة, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, وليام تيمونز, حزب ديمقراطي
  SC-05, ولاية كارولينا الجنوبية الخامسة, 99.79, 0.21,33.1, 64.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, رالف نورمان, إيفانجلين هوندلي
  SC-06, ولاية كارولينا الجنوبية 6, 0.175, 99.825,66.4, 33.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دوق بكنر, جيمس إي &quot;جيم&quot; كليبيرن
  SC-07, ساوث كارولينا 7, 98.2575, 1.7425,39.0, 61.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, راسل فراي, داريل دبليو سكوت
  SD-AL, داكوتا الجنوبية At-Large, 99.9875, 0.0,0.0, 84.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, داستي جونسون, حزب ديمقراطي
  TN-01, تينيسي 1, 100.0, 0.0,0.0, 77.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديانا لين هارشبارغر, حزب ديمقراطي
  TN-02, تينيسي 2, 99.9675, 0.0325,30.2, 69.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تيم بورشيت, مارك هارمون
  TN-03, تينيسي الثالثة, 99.9825, 0.01749999999999999,27.9, 68.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تشاك فليشمان, ميج جورمان
  TN-04, ولاية تينيسي الرابعة, 99.9875, 0.0125,24.1, 71.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سكوت ديجارلايس, واين ستيل
  TN-05, تينيسي الخامس, 75.3475, 24.6525,45.8, 51.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, اندي اوجليس, هايدي كامبل
  TN-06, ولاية تينيسي 6, 99.9625, 0.0375,30.7, 69.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون روز, راندال كوبر
  TN-07, تينيسي 7, 99.5025, 0.4975,35.0, 62.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك إي جرين, أوديسا كيلي
  TN-08, تينيسي 8, 99.98, 0.02,25.6, 70.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديفيد كوستوف, لينيت ب. ويليامز
  TN-09, تينيسي 9, 0.005, 99.995,71.2, 24.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, شارلوت بيرجمان, ستيف كوهين
  TX-10, تكساس العاشر, 99.74, 0.2575,33.5, 63.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل ماكول, ليندا نونو
  TX-11, تكساس 11, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أغسطس بفلوجر, حزب ديمقراطي
  TX-01, تكساس 1, 99.9725, 0.0275,28.3, 71.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ناثانيال موران, جرمار &quot;JJ&quot; جيفرسون
  TX-12, تكساس 12, 99.88, 0.12,33.4, 66.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كاي جرانجر, تري جيه هانت
  TX-13, تكساس 13, 99.99249999999999, 0.0075,26.2, 73.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, روني جاكسون, كاثلين براون
  TX-14, تكساس 14, 99.9675, 0.0325,29.7, 70.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, راندي ويبر, ميكال ويليامز
  TX-15, تكساس 15, 63.60249999999999, 36.3975,47.0, 49.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مونيكا دي لا كروز, ميشيل فاليجو
  TX-16, تكساس 16, 0.165, 99.835,68.2, 31.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ايرين ارميناريز جاكسون, فيرونيكا اسكوبار
  TX-17, تكساس 17, 99.8575, 0.1425,33.3, 66.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جلسات بيت, ماري جو وودز
  TX-18, تكساس 18, 0.025, 99.97500000000001,70.9, 25.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كارمن ماريا مونتيل, شيلا جاكسون لي
  TX-19, تكساس 19, 99.99749999999999, 0.0,0.0, 88.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جودي سي أرينجتون, حزب ديمقراطي
  TX-20, تكساس 20, 0.5325, 99.4675,65.4, 34.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كايل سنكلير, جواكين كاسترو
  TX-21, تكساس 21, 99.835, 0.165,33.8, 66.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تشيب روي, كلوديا أندريا زاباتا
  TX-02, تكساس الثانية, 99.94, 0.06,31.2, 68.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دان كرينشو, روبن فولفورد
  TX-22, تكساس 22, 99.72999999999999, 0.27,32.4, 64.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تروي إي نيلز, جيمي كاي جوردان
  TX-23, تكساس 23, 96.4925, 3.505,39.6, 56.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توني جونزاليس, جون ليرا
  TX-24, تكساس 24, 99.7175, 0.2825,34.5, 65.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيث فان دوين, جان ماكدويل
  TX-25, تكساس 25, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, روجر ويليامز, حزب ديمقراطي
  TX-26, تكساس 26, 99.97749999999999, 0.0,0.0, 83.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل سي بيرجس, حزب ديمقراطي
  TX-27, تكساس 27, 99.88, 0.12,33.0, 67.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل كلاود, ماكلوفيو بيريز جونيور
  TX-28, تكساس 28, 12.1425, 87.8575,56.3, 43.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كاسي جارسيا, هنري كويلار
  TX-29, تكساس 29, 0.1625, 99.8375,69.7, 30.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, روبرت شافرانك, سيلفيا جارسيا
  TX-30, تكساس 30, 0.03, 99.97,70.3, 25.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمس رودجرز, ياسمين كروكيت
  TX-31, تكساس 31, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون كارتر, حزب ديمقراطي
  TX-03, تكساس الثالثة, 98.3725, 1.6275,36.9, 59.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيث سيلف, سانديب سريفاستافا
  TX-32, تكساس 32, 0.4499999999999999, 99.55000000000001,64.5, 35.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, انطونيو سواد, كولين الريد
  TX-33, تكساس 33, 0.0225, 99.97749999999999,71.5, 25.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, باتريك ديفيد جيليسبي, مارك فيسي
  TX-34, تكساس 34, 26.3575, 73.6425,51.9, 45.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايرا فلوريس, فيسنتي جونزاليس
  TX-35, تكساس 35, 0.2575, 99.7425,66.5, 33.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دان ماكوين, جريج كاسار
  TX-36, تكساس 36, 99.97, 0.03,29.8, 70.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بريان بابين, جون هاير
  TX-37, تكساس 37, 0.01, 99.99,71.0, 25.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيني جارسيا شارون, لويد دوجيت
  TX-38, تكساس 38, 99.24, 0.76,35.0, 61.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ويسلي هانت, دنكان كلوسمان
  TX-04, تكساس الرابعة, 99.88, 0.12,30.2, 66.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بات فالون, ايرو اومير
  TX-05, تكساس 5, 99.86, 0.1399999999999999,31.4, 65.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لانس جودن, تل ترتيشا
  TX-06, تكساس 6, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيك إلزي, حزب ديمقراطي
  TX-07, تكساس 7, 0.5825, 99.4175,64.6, 35.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جوني تيج, ليزي فليتشر
  TX-08, تكساس 8, 99.13, 0.8699999999999999,35.7, 60.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مورغان لوتريل, لورا جونز
  TX-09, تكساس 9, 0.005, 99.995,75.3, 24.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمي ليون, آل جرين
  UT-01, يوتا 1, 99.5175, 0.4825,37.6, 62.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بليك دي مور, ريك إدوين جونز
  UT-02, يوتا 2, 98.585, 1.415,35.7, 55.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كريس ستيوارت, نيك ميتشل
  UT-03, يوتا الثالثة, 99.02250000000001, 0.9775,33.4, 56.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون كيرتس, جلين جيه رايت
  UT-04, يوتا الرابعة, 99.36500000000001, 0.625,33.6, 59.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيرجس أوينز, دارلين ماكدونالد
  VA-10, فرجينيا العاشر, 20.995, 79.00500000000001,53.2, 46.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, هونغ تساو, جينيفر تي ويكستون
  VA-11, فرجينيا 11, 0.1175, 99.8825,68.3, 31.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمس جي &quot;جيم&quot; مايلز, جيرالد إي &quot;جيري&quot; كونولي
  VA-01, فرجينيا 1, 98.25500000000001, 1.745,37.6, 59.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, روب جيه ويتمان, هربرت سي &quot;هيرب&quot; جونز جونيور
  VA-02, فرجينيا 2, 43.6475, 56.3525,50.5, 49.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جين أ. كيغانز, إيلين جي لوريا
  VA-03, فرجينيا الثالثة, 0.08, 99.92,68.3, 31.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تيري تي نامكونج, روبرت سي &quot;بوبي&quot; سكوت
  VA-04, فرجينيا الرابعة, 0.11, 99.89,67.8, 32.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ليون بنيامين الأب., أ. دونالد مكياشين
  VA-05, فرجينيا الخامس, 97.9975, 2.0025,39.5, 60.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, روبرت ج. &quot;بوب&quot; جيد, جوشوا إم ثرونبورغ
  VA-06, فرجينيا 6, 99.81750000000001, 0.1825,33.3, 66.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بن ل, جينيفر لين لويس
  VA-07, فرجينيا 7, 34.3975, 65.60249999999999,51.3, 48.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, يسلي آي فيجا, أبيجيل أ. سبانبيرجر
  VA-08, فرجينيا 8, 0.0025, 99.995,73.4, 23.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كارينا أ.ليبسمان, دونالد س.
  VA-09, فرجينيا 9, 99.99749999999999, 0.0025,26.2, 73.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مورجان جريفيث, تايشا لي ديفوغان
  VT-AL, فيرمونت آت لارج, 0.0775, 99.9175,58.8, 29.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ليام مادن, بيكا بالينت
  WA-10, واشنطن العاشر, 5.265000000000001, 94.735,58.3, 41.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كيث ر. سوانك, مارلين ستريكلاند
  WA-01, واشنطن 1, 0.575, 99.425,64.4, 35.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, فنسنت جيه كافاليري, سوزان ديلبيني
  WA-02, واشنطن 2, 1.654999999999999, 98.345,61.3, 38.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دان ماثيوز, ريك لارسن
  WA-03, واشنطن 3, 84.6, 15.4,46.6, 53.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جو كينت, ماري غلوسينكامب بيريز
  WA-04, واشنطن الرابعة, 99.595, 0.4049999999999999,34.7, 65.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دان نيوهاوس, دوغ وايت
  WA-05, واشنطن الخامس, 98.38, 1.619999999999999,38.3, 61.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كاثي مكموريس رودجرز, ناتاشا هيل
  WA-06, واشنطن 6, 4.135, 95.865,59.1, 40.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إليزابيث كريسيلماير, ديريك كيلمر
  WA-07, واشنطن 7, 0.0, 100.0,82.5, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, براميلا جايابال
  WA-08, واشنطن 8, 30.26499999999999, 69.735,52.0, 48.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مات لاركن, كيم شيرير
  WA-09, واشنطن 9, 0.0475, 99.9525,70.8, 29.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دوغ باسلر, آدم سميث
  WI-01, ويسكونسن 1, 94.2625, 5.734999999999999,40.7, 56.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بريان ستيل, آن رو
  WI-02, ويسكونسن 2, 0.045, 99.955,69.1, 27.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك أولسن, مارك بوكان
  WI-03, ولاية ويسكونسن الثالثة, 87.92999999999999, 12.07,45.7, 54.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديريك فان أوردين, براد بفاف
  WI-04, ولاية ويسكونسن الرابعة, 0.005, 99.995,73.2, 23.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تيم روجرز, جوين مور
  WI-05, ولاية ويسكونسن الخامسة, 99.815, 0.185,33.3, 66.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سكوت فيتزجيرالد, مايك فان سومرين
  WI-06, ولاية ويسكونسن 6, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جلين جروثمان, حزب ديمقراطي
  WI-07, ولاية ويسكونسن 7, 99.33999999999999, 0.66,35.8, 64.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم تيفاني, ريتشارد ديك عثمان
  WI-08, ولاية ويسكونسن 8, 100.0, 0.0,0.0, 80.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك غالاغر, حزب ديمقراطي
  WV-01, فيرجينيا الغربية 1, 99.9325, 0.0675,29.6, 67.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كارول ميلر, لاسي واتسون
  WV-02, فيرجينيا الغربية الثانية, 99.92750000000001, 0.0725,31.3, 68.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, الكسندر العاشر موني, باري لي ويندل
  WY-AL, وايومنغ At-Large, 99.92750000000001, 0.0725,30.3, 63.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, هارييت هاجمان, لينيت جراي بول
